Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Before Sunset,2004,2000,Restricted,80,8.1,90.0,-0.9,236311,12.373,5820649.0,15.577,Richard Linklater,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munna Bhai M.B.B.S.,2003,2000,All Ages,156,8.1,83.0,-0.2,73992,11.212,1642794.0,14.312,Rajkumar Hirani,Sanjay Dutt,Arshad Warsi,Gracy Singh,Sunil Dutt,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salinui chueok,2003,2000,Parental Guidance,131,8.1,82.0,-0.1,139558,11.846,14131.0,9.556,Bong Joon Ho,Kang-Ho Song,Kim Sang-Kyung,Roe-Ha Kim,Jae-Ho Song,1.75,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dil Chahta Hai,2001,2000,Unknown,183,8.1,83.0,-0.2,66803,11.11,300000.0,12.612,Farhan Akhtar,Aamir Khan,Saif Ali Khan,Akshaye Khanna,Preity Zinta,3.5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Bill: Vol. 1,2003,2000,Restricted,111,8.1,69.0,1.2,1000639,13.816,70099045.0,18.065,Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Nemo,2003,2000,All Ages,100,8.1,90.0,-0.9,949565,13.764,380843261.0,19.758,Andrew Stanton,Lee Unkrich,Albert Brooks,Ellen Degeneres,Alexander Gould,2.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Catch Me If You Can,2002,2000,Restricted,141,8.1,75.0,0.6,832846,13.633,164615351.0,18.919,Steven Spielberg,Leonardo Dicaprio,Tom Hanks,Christopher Walken,Martin Sheen,7.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amores perros,2000,2000,Restricted,154,8.1,83.0,-0.2,223741,12.318,5383834.0,15.499,Alejandro G. Iñárritu,Emilio Echevarría,Gael García Bernal,Goya Toledo,Álvaro Guerrero,1.75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.",2001,2000,All Ages,92,8.1,79.0,0.2,815505,13.612,289916256.0,19.485,Pete Docter,David Silverman,Lee Unkrich,Billy Crystal,John Goodman,2.75,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,1990,Parental Guidance,87,8.1,83.0,-0.2,38847,10.567,4414535.0,15.3,Hideaki Anno,Kazuya Tsurumaki,Megumi Ogata,Megumi Hayashibara,Yûko Miyamura,1.25,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lagaan: Once Upon a Time in India,2001,2000,All Ages,224,8.1,84.0,-0.3,105036,11.562,70147.0,11.158,Ashutosh Gowariker,Aamir Khan,Raghuvir Yadav,Gracy Singh,Rachel Shelley,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Sixth Sense,1999,1990,Restricted,107,8.1,64.0,1.7,911573,13.723,293506292.0,19.497,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,3.25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
La leggenda del pianista sull'oceano,1998,1990,All Ages,169,8.1,58.0,2.3,59020,10.986,259127.0,12.465,Giuseppe Tornatore,Tim Roth,Pruitt Taylor Vince,Mélanie Thierry,Bill Nunn,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Truman Show,1998,1990,All Ages,103,8.1,90.0,-0.9,939631,13.753,125618201.0,18.649,Peter Weir,Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,2.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crna macka, beli macor",1998,1990,Restricted,127,8.1,73.0,0.8,50862,10.837,348660.0,12.762,Emir Kusturica,Bajram Severdzan,Srdjan 'Zika' Todorovic,Branka Katic,Florijan Ajdini,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Lebowski,1998,1990,Restricted,117,8.1,71.0,1.0,732620,13.504,17498804.0,16.678,Joel Coen,Ethan Coen,Jeff Bridges,John Goodman,Julianne Moore,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Fa yeung nin wah,2000,2000,All Ages,98,8.1,85.0,-0.4,124383,11.731,2734044.0,14.821,Kar-Wai Wong,Tony Chiu-Wai Leung,Maggie Cheung,Ping Lam Siu,Tung Cho 'Joe' Cheung,2.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trainspotting,1996,1990,Restricted,93,8.1,83.0,-0.2,634716,13.361,16501785.0,16.619,Danny Boyle,Ewan Mcgregor,Ewen Bremner,Jonny Lee Miller,Kevin Mckidd,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fargo,1996,1990,Restricted,98,8.1,85.0,-0.4,617444,13.333,24611975.0,17.019,Joel Coen,Ethan Coen,William H. Macy,Frances Mcdormand,Steve Buscemi,3.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Underground,1995,1990,Unknown,170,8.1,83.0,-0.2,55220,10.919,171082.0,12.05,Emir Kusturica,Predrag 'Miki' Manojlovic,Lazar Ristovski,Mirjana Jokovic,Slavko Stimac,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
La haine,1995,1990,Parental Guidance,98,8.1,83.0,-0.2,150345,11.921,309811.0,12.644,Mathieu Kassovitz,Vincent Cassel,Hubert Koundé,Saïd Taghmaoui,Abdel Ahmed Ghili,1.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dilwale Dulhania Le Jayenge,1995,1990,All Ages,189,8.1,83.0,-0.2,63516,11.059,2807390.0,14.848,Aditya Chopra,Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Before Sunrise,1995,1990,Restricted,101,8.1,77.0,0.4,272291,12.515,5535405.0,15.527,Richard Linklater,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,4.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trois couleurs: Rouge,1994,1990,All Ages,99,8.1,100.0,-1.9,90729,11.416,4043686.0,15.213,Krzysztof Kieslowski,Irène Jacob,Jean-Louis Trintignant,Frédérique Feder,Jean-Pierre Lorit,1.75,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chung Hing sam lam,1994,1990,All Ages,102,8.1,77.0,0.4,63122,11.053,600200.0,13.305,Kar-Wai Wong,Brigitte Lin,Takeshi Kaneshiro,Tony Chiu-Wai Leung,Faye Wong,2.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic Park,1993,1990,Parental Guidance,127,8.1,68.0,1.3,867615,13.674,402453882.0,19.813,Steven Spielberg,Sam Neill,Laura Dern,Jeff Goldblum,Richard Attenborough,2.25,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In the Name of the Father,1993,1990,Parental Guidance,133,8.1,84.0,-0.3,156842,11.963,25010410.0,17.035,Jim Sheridan,Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie,Philip King,1.75,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba wang bie ji,1993,1990,Restricted,171,8.1,83.0,-0.2,25088,10.13,5216888.0,15.467,Kaige Chen,Leslie Cheung,Fengyi Zhang,Gong Li,You Ge,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dà hóng denglong gaogao guà,1991,1990,Parental Guidance,125,8.1,83.0,-0.2,29662,10.298,2603061.0,14.772,Yimou Zhang,Gong Li,Jingwu Ma,Saifei He,Cuifen Cao,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dead Poets Society,1989,1980,All Ages,128,8.1,79.0,0.2,425457,12.961,95860116.0,18.378,Peter Weir,Robin Williams,Robert Sean Leonard,Ethan Hawke,Josh Charles,3.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stand by Me,1986,1980,All Ages,89,8.1,75.0,0.6,363401,12.803,52287414.0,17.772,Rob Reiner,Wil Wheaton,River Phoenix,Corey Feldman,Jerry O'Connell,1.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platoon,1986,1980,Restricted,120,8.1,92.0,-1.1,381222,12.851,138530565.0,18.747,Oliver Stone,Charlie Sheen,Tom Berenger,Willem Dafoe,Keith David,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Paris, Texas",1984,1980,All Ages,145,8.1,78.0,0.3,91188,11.421,2181987.0,14.596,Wim Wenders,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell,Aurore Clément,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kaze no tani no Naushika,1984,1980,All Ages,117,8.1,86.0,-0.5,150924,11.925,495770.0,13.114,Hayao Miyazaki,Sumi Shimamoto,Mahito Tsujimura,Hisako Kyôda,Gorô Naya,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Thing,1982,1980,Restricted,109,8.1,57.0,2.4,371271,12.825,13782838.0,16.439,John Carpenter,Kurt Russell,Wilford Brimley,Keith David,Richard Masur,2.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Pink Floyd: The Wall,1982,1980,Parental Guidance,95,8.1,47.0,3.4,76081,11.24,22244207.0,16.918,Alan Parker,Bob Geldof,Christine Hargreaves,James Laurenson,Eleanor David,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Fitzcarraldo,1982,1980,Restricted,158,8.1,83.0,-0.2,31595,10.361,10631333.0,16.179,Werner Herzog,Klaus Kinski,Claudia Cardinale,José Lewgoy,Miguel Ángel Fuentes,1.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fanny och Alexander,1982,1980,Restricted,188,8.1,100.0,-1.9,57784,10.964,4971340.0,15.419,Ingmar Bergman,Bertil Guve,Pernilla Allwin,Kristina Adolphson,Börje Ahlstedt,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blade Runner,1982,1980,Parental Guidance,117,8.1,84.0,-0.3,693827,13.45,32868943.0,17.308,Ridley Scott,Harrison Ford,Rutger Hauer,Sean Young,Edward James Olmos,2.75,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Elephant Man,1980,1980,Parental Guidance,124,8.1,78.0,0.3,220078,12.302,52767889.0,17.781,David Lynch,Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life of Brian,1979,1970,Restricted,94,8.1,77.0,0.4,367250,12.814,20045115.0,16.813,Terry Jones,Graham Chapman,John Cleese,Michael Palin,Terry Gilliam,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Deer Hunter,1978,1970,Restricted,183,8.1,86.0,-0.5,311361,12.649,48979328.0,17.707,Michael Cimino,Robert De Niro,Christopher Walken,John Cazale,John Savage,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocky,1976,1970,All Ages,120,8.1,70.0,1.1,518546,13.159,117235247.0,18.58,John G. Avildsen,Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Network,1976,1970,Parental Guidance,121,8.1,83.0,-0.2,144911,11.884,35900000.0,17.396,Sidney Lumet,Faye Dunaway,William Holden,Peter Finch,Robert Duvall,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barry Lyndon,1975,1970,Parental Guidance,185,8.1,89.0,-0.8,149843,11.917,35900000.0,17.396,Stanley Kubrick,Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Krüger,1.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zerkalo,1975,1970,All Ages,107,8.1,83.0,-0.2,40081,10.599,177345.0,12.086,Andrei Tarkovsky,Margarita Terekhova,Filipp Yankovskiy,Ignat Daniltsev,Oleg Yankovskiy,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinatown,1974,1970,Parental Guidance,130,8.1,92.0,-1.1,294230,12.592,29000000.0,17.183,Roman Polanski,Jack Nicholson,Faye Dunaway,John Huston,Perry Lopez,2.75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paper Moon,1973,1970,All Ages,102,8.1,77.0,0.4,42285,10.652,30933743.0,17.247,Peter Bogdanovich,Ryan O'Neal,Tatum O'Neal,Madeline Kahn,John Hillerman,1.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viskningar och rop,1972,1970,Restricted,91,8.1,83.0,-0.2,30206,10.316,1742348.0,14.371,Ingmar Bergman,Harriet Andersson,Liv Ullmann,Kari Sylwan,Ingrid Thulin,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solaris,1972,1970,Parental Guidance,167,8.1,90.0,-0.9,81021,11.302,31800000.0,17.275,Andrei Tarkovsky,Natalya Bondarchuk,Donatas Banionis,Jüri Järvet,Vladislav Dvorzhetskiy,1.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Le samouraï,1967,1960,Parental Guidance,105,8.1,83.0,-0.2,45434,10.724,39481.0,10.584,Jean-Pierre Melville,Alain Delon,François Périer,Nathalie Delon,Cathy Rosier,1.25,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cool Hand Luke,1967,1960,Restricted,127,8.1,92.0,-1.1,161984,11.995,16217773.0,16.602,Stuart Rosenberg,Paul Newman,George Kennedy,Strother Martin,J.D. Cannon,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Persona,1966,1960,Unknown,85,8.1,86.0,-0.5,103191,11.544,30000000.0,17.217,Ingmar Bergman,Bibi Andersson,Liv Ullmann,Margaretha Krook,Gunnar Björnstrand,2.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrei Rublev,1966,1960,Restricted,205,8.1,83.0,-0.2,46947,10.757,102021.0,11.533,Andrei Tarkovsky,Anatoliy Solonitsyn,Ivan Lapikov,Nikolay Grinko,Nikolay Sergeev,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
La battaglia di Algeri,1966,1960,Unknown,121,8.1,96.0,-1.5,53089,10.88,55908.0,10.931,Gillo Pontecorvo,Brahim Hadjadj,Jean Martin,Yacef Saadi,Samia Kerbash,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
El ángel exterminador,1962,1960,Unknown,95,8.1,83.0,-0.2,29682,10.298,2616000.0,14.777,Luis Buñuel,Silvia Pinal,Jacqueline Andere,Enrique Rambal,José Baviera,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
What Ever Happened to Baby Jane?,1962,1960,Unknown,134,8.1,75.0,0.6,50058,10.821,4050000.0,15.214,Robert Aldrich,Bette Davis,Joan Crawford,Victor Buono,Wesley Addy,1.25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sanjuro,1962,1960,All Ages,96,8.1,87.5,-0.65,33044,10.406,2616000.0,14.777,Akira Kurosawa,Toshirô Mifune,Tatsuya Nakadai,Keiju Kobayashi,Yûnosuke Itô,3.75,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Shot Liberty Valance,1962,1960,Unknown,123,8.1,94.0,-1.3,68827,11.139,13474588.0,16.416,John Ford,James Stewart,John Wayne,Vera Miles,Lee Marvin,5.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ivanovo detstvo,1962,1960,Unknown,95,8.1,83.0,-0.2,31728,10.365,2616000.0,14.777,Andrei Tarkovsky,Eduard Abalov,Nikolay Burlyaev,Valentin Zubkov,Evgeniy Zharikov,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jungfrukällan,1960,1960,Restricted,89,8.1,83.0,-0.2,26697,10.192,1526000.0,14.238,Ingmar Bergman,Max Von Sydow,Birgitta Valberg,Gunnel Lindblom,Birgitta Pettersson,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inherit the Wind,1960,1960,Unknown,128,8.1,75.0,0.6,27254,10.213,2616000.0,14.777,Stanley Kramer,Spencer Tracy,Fredric March,Gene Kelly,Dick York,2.25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Les quatre cents coups,1959,1950,Unknown,99,8.1,83.0,-0.2,105291,11.564,7815000.0,15.872,François Truffaut,Jean-Pierre Léaud,Albert Rémy,Claire Maurier,Guy Decomble,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur,1959,1950,All Ages,212,8.1,90.0,-0.9,219466,12.299,74700000.0,18.129,William Wyler,Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,2.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kakushi-toride no san-akunin,1958,1950,Unknown,139,8.1,83.0,-0.2,34797,10.457,3969893.0,15.194,Akira Kurosawa,Toshirô Mifune,Misa Uehara,Minoru Chiaki,Kamatari Fujiwara,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le notti di Cabiria,1957,1950,Unknown,110,8.1,83.0,-0.2,42940,10.668,752045.0,13.531,Federico Fellini,Giulietta Masina,François Périer,Franca Marzi,Dorian Gray,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kumonosu-jô,1957,1950,Unknown,110,8.1,83.0,-0.2,46678,10.751,3969893.0,15.194,Akira Kurosawa,Toshirô Mifune,Minoru Chiaki,Isuzu Yamada,Takashi Shimura,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Bridge on the River Kwai,1957,1950,Parental Guidance,161,8.1,87.0,-0.6,203463,12.223,44908000.0,17.62,David Lean,William Holden,Alec Guinness,Jack Hawkins,Sessue Hayakawa,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
On the Waterfront,1954,1950,Restricted,108,8.1,91.0,-1.0,142107,11.864,9600000.0,16.077,Elia Kazan,Marlon Brando,Karl Malden,Lee J. Cobb,Rod Steiger,3.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le salaire de la peur,1953,1950,All Ages,131,8.1,85.0,-0.4,54588,10.908,6277000.0,15.652,Henri-Georges Clouzot,Yves Montand,Charles Vanel,Peter Van Eyck,Folco Lulli,1.25,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace in the Hole,1951,1950,Unknown,111,8.1,72.0,0.9,31568,10.36,3969893.0,15.194,Billy Wilder,Kirk Douglas,Jan Sterling,Robert Arthur,Porter Hall,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
White Heat,1949,1940,Unknown,114,8.1,83.0,-0.2,29807,10.303,4360000.0,15.288,Raoul Walsh,James Cagney,Virginia Mayo,Edmond O'Brien,Margaret Wycherly,1.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Third Man,1949,1940,Unknown,104,8.1,97.0,-1.6,158731,11.975,449191.0,13.015,Carol Reed,Orson Welles,Joseph Cotten,Alida Valli,Trevor Howard,2.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Red Shoes,1948,1940,Unknown,135,8.1,83.0,-0.2,30935,10.34,10900000.0,16.204,Michael Powell,Emeric Pressburger,Anton Walbrook,Marius Goring,Moira Shearer,1.25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Shop Around the Corner,1940,1940,Unknown,99,8.1,96.0,-1.5,28450,10.256,203300.0,12.222,Ernst Lubitsch,Margaret Sullavan,James Stewart,Frank Morgan,Joseph Schildkraut,3.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca,1940,1940,Unknown,130,8.1,86.0,-0.5,123942,11.728,4360000.0,15.288,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,Judith Anderson,1.75,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Smith Goes to Washington,1939,1930,Unknown,129,8.1,73.0,0.8,107017,11.581,9600000.0,16.077,Frank Capra,James Stewart,Jean Arthur,Claude Rains,Edward Arnold,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone with the Wind,1939,1930,All Ages,238,8.1,97.0,-1.6,290074,12.578,198676459.0,19.107,Victor Fleming,George Cukor,Sam Wood,Clark Gable,Vivien Leigh,1.75,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
La Grande Illusion,1937,1930,Unknown,113,8.1,83.0,-0.2,33829,10.429,172885.0,12.06,Jean Renoir,Jean Gabin,Dita Parlo,Pierre Fresnay,Erich Von Stroheim,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
It Happened One Night,1934,1930,Unknown,105,8.1,87.0,-0.6,94016,11.451,4360000.0,15.288,Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,1.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La passion de Jeanne d'Arc,1928,1920,Unknown,110,8.1,83.0,-0.2,47676,10.772,21877.0,9.993,Carl Theodor Dreyer,Maria Falconetti,Eugene Silvain,André Berley,Maurice Schutz,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Circus,1928,1920,Unknown,72,8.1,90.0,-0.9,30205,10.316,539540.0,13.198,Charles Chaplin,Charles Chaplin,Merna Kennedy,Al Ernest Garcia,Harry Crocker,2.25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise: A Song of Two Humans,1927,1920,Unknown,94,8.1,83.0,-0.2,46865,10.755,539540.0,13.198,F.W. Murnau,George O'Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The General,1926,1920,Unknown,67,8.1,87.5,-0.65,81156,11.304,1033895.0,13.849,Clyde Bruckman,Buster Keaton,Buster Keaton,Marion Mack,Glen Cavender,2.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Das Cabinet des Dr. Caligari,1920,1920,Unknown,76,8.1,57.0,2.4,57428,10.958,542432.5,13.204,Robert Wiene,Werner Krauss,Conrad Veidt,Friedrich Feher,Lil Dagover,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Badhaai ho,2018,2010,Parental Guidance,124,8.0,78.0,0.2,27978,10.239,845464.0,13.648,Amit Ravindernath Sharma,Ayushmann Khurrana,Neena Gupta,Gajraj Rao,Sanya Malhotra,1.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,2019,2010,All Ages,113,8.0,69.0,1.1,37556,10.534,845464.0,13.648,Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Richard Dormer,2.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Airlift,2016,2010,Parental Guidance,130,8.0,78.0,0.2,52897,10.876,1752214.0,14.376,Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra,Prakash Belawadi,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Bajrangi Bhaijaan,2015,2010,Parental Guidance,163,8.0,76.0,0.4,72245,11.188,8178001.0,15.917,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor,2.5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baby,2015,2010,Parental Guidance,159,8.0,74.0,0.6,52848,10.875,1752214.0,14.376,Neeraj Pandey,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu,2.75,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La La Land,2016,2010,Restricted,128,8.0,94.0,-1.4,505918,13.134,151101803.0,18.833,Damien Chazelle,Ryan Gosling,Emma Stone,Rosemarie Dewitt,J.K. Simmons,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lion,2016,2010,All Ages,118,8.0,69.0,1.1,213970,12.274,51739495.0,17.762,Garth Davis,Dev Patel,Nicole Kidman,Rooney Mara,Sunny Pawar,2.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Martian,2015,2010,Parental Guidance,144,8.0,80.0,0.0,760094,13.541,228433663.0,19.247,Ridley Scott,Matt Damon,Jessica Chastain,Kristen Wiig,Kate Mara,3.75,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zootopia,2016,2010,All Ages,108,8.0,78.0,0.2,434143,12.981,341268248.0,19.648,Byron Howard,Rich Moore,Jared Bush,Ginnifer Goodwin,Jason Bateman,1.25,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bãhubali: The Beginning,2015,2010,Parental Guidance,159,8.0,78.0,0.2,102972,11.542,6738000.0,15.723,S.S. Rajamouli,Prabhas,Rana Daggubati,Ramya Krishnan,Sathyaraj,1.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
