Series_Title,Released_Year,Decade,Certificate_Clean,Runtime,IMDB_Rating,Meta_score,Rating_Diff,No_of_Votes,Log_Votes,Gross,Log_Gross,Director,Star1,Star2,Star3,Star4,Avg_Star_Freq,Genre_Drama,Genre_Comedy,Genre_Crime,Genre_Adventure,Genre_Action,Genre_Thriller,Genre_Romance,Genre_Biography,Genre_Mystery,Genre_Animation,Genre_Sci-Fi,Genre_Fantasy,Genre_Family,Genre_History,Genre_War,Genre_Music,Genre_Horror,Genre_Western,Genre_Film-Noir,Genre_Sport,Genre_Musical
Huo Yuan Jia,2006,2000,Parental Guidance,104,7.6,70.0,0.6,72863,11.196,24633730.0,17.02,Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,1.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Illusionist,2006,2000,All Ages,110,7.6,68.0,0.8,354728,12.779,39868642.0,17.501,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,3.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Dead Man's Shoes,2004,2000,Unknown,90,7.6,52.0,2.4,49728,10.814,6013.0,8.702,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,1.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Half-Blood Prince,2009,2000,Parental Guidance,153,7.6,78.0,-0.2,474827,13.071,301959197.0,19.526,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,5.25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
300,2006,2000,Restricted,117,7.6,52.0,2.4,732876,13.505,210614939.0,19.166,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,1.75,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Match Point,2005,2000,Restricted,124,7.6,72.0,0.4,206294,12.237,23089926.0,16.955,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Matthew Goode,3.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Watchmen,2009,2000,Restricted,162,7.6,56.0,2.0,500799,13.124,107509799.0,18.493,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lord of War,2005,2000,Restricted,122,7.6,62.0,1.4,294140,12.592,24149632.0,17.0,Andrew Niccol,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,4.25,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saw,2004,2000,Parental Guidance,103,7.6,46.0,3.0,379020,12.845,56000369.0,17.841,James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Synecdoche, New York",2008,2000,Restricted,124,7.6,67.0,0.9,83158,11.329,3081925.0,14.941,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mysterious Skin,2004,2000,Restricted,105,7.6,73.0,0.3,65939,11.097,697181.0,13.455,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison,1.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeux d'enfants,2003,2000,Restricted,93,7.6,45.0,3.1,67360,11.118,548707.0,13.215,Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,Joséphine Lebas-Joly,1.75,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Un long dimanche de fiançailles,2004,2000,All Ages,133,7.6,76.0,0.0,70925,11.169,6167817.0,15.635,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon,2.25,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Station Agent,2003,2000,Restricted,89,7.6,81.0,-0.5,67370,11.118,5739376.0,15.563,Tom Mccarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Grams,2003,2000,Parental Guidance,124,7.6,70.0,0.6,224545,12.322,16290476.0,16.606,Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,3.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boksuneun naui geot,2002,2000,Restricted,129,7.6,56.0,2.0,62659,11.045,45289.0,10.721,Chan-Wook Park,Kang-Ho Song,Shin Ha-Kyun,Bae Doona,Ji-Eun Lim,1.75,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding Neverland,2004,2000,All Ages,106,7.6,67.0,0.9,198677,12.199,51680613.0,17.761,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,4.75,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25th Hour,2002,2000,Restricted,135,7.6,68.0,0.8,169708,12.042,13060843.0,16.385,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,2004,2000,All Ages,113,7.6,30.0,4.6,451479,13.02,57938693.0,17.875,Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,1.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28 Days Later...,2002,2000,Restricted,113,7.6,73.0,0.3,376853,12.84,45064915.0,17.624,Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,1.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Batoru rowaiaru,2000,2000,Unknown,114,7.6,81.0,-0.5,169091,12.038,13060843.0,16.385,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Takeshi Kitano,1.75,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Royal Tenenbaums,2001,2000,Restricted,110,7.6,76.0,0.0,266842,12.494,52364010.0,17.774,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,2.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y tu mamá también,2001,2000,Restricted,106,7.6,88.0,-1.2,115827,11.66,13622333.0,16.427,Alfonso Cuarón,Maribel Verdú,Gael García Bernal,Daniel Giménez Cacho,Ana López Mercado,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harry Potter and the Sorcerer's Stone,2001,2000,All Ages,152,7.6,64.0,1.2,658185,13.397,317575550.0,19.576,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,3.75,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Others,2001,2000,Parental Guidance,101,7.6,74.0,0.2,337651,12.73,96522687.0,18.385,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Blow,2001,2000,Restricted,124,7.6,52.0,2.4,240714,12.391,52990775.0,17.786,Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,4.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy at the Gates,2001,2000,Restricted,131,7.6,53.0,2.3,243729,12.404,51401758.0,17.755,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Minority Report,2002,2000,Restricted,145,7.6,80.0,-0.4,508417,13.139,132072926.0,18.699,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max Von Sydow,4.25,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Hurricane,1999,1990,Restricted,146,7.6,74.0,0.2,91557,11.425,50668906.0,17.741,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber,3.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
American Psycho,2000,2000,Restricted,101,7.6,64.0,1.2,490062,13.102,15070285.0,16.528,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,3.75,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lola rennt,1998,1990,Parental Guidance,81,7.6,77.0,-0.1,188317,12.146,7267585.0,15.799,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,2.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Thin Red Line,1998,1990,Restricted,170,7.6,78.0,-0.2,172710,12.059,36400491.0,17.41,Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo,2.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Mulan,1998,1990,All Ages,88,7.6,71.0,0.5,256906,12.456,120620254.0,18.608,Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,Bd Wong,1.25,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Fear and Loathing in Las Vegas,1998,1990,Restricted,118,7.6,41.0,3.5,259753,12.467,10680275.0,16.184,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin,3.75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny Games,1997,1990,Restricted,108,7.6,69.0,0.7,65058,11.083,2807390.0,14.848,Michael Haneke,Susanne Lothar,Ulrich Mühe,Arno Frisch,Frank Giering,1.25,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark City,1998,1990,Restricted,100,7.6,66.0,1.0,187927,12.144,14378331.0,16.481,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt,2.25,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Sleepers,1996,1990,Parental Guidance,147,7.6,49.0,2.7,186734,12.137,49100000.0,17.709,Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric,9.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost Highway,1997,1990,Restricted,134,7.6,52.0,2.4,131101,11.784,3796699.0,15.15,David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sense and Sensibility,1995,1990,All Ages,136,7.6,84.0,-0.8,102598,11.539,43182776.0,17.581,Ang Lee,Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson,2.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Die Hard: With a Vengeance,1995,1990,Restricted,128,7.6,58.0,1.8,364420,12.806,100012499.0,18.421,John Mctiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,4.25,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
